Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conveyor Belt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Albus (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Aurantiacus (Orange)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura Amethystinus (Magenta)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caesicius (Light Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Flavus (Yellow)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Viridis (Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Roseus (Pink)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Cinereus (Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Lux Cinereus (Light Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Callainus (Cyan)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura (Purple)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caeruleus (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Fuscus (Brown)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Paphiae Myrti (Dark Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Rufus (Red)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Nox (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hambone
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Blue Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Green Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Purple Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cobalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ardite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum Brass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Alumite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solid Ender
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graveyard Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Consecrated Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Slimedirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rough Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hepatizon Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Damascus Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angmallen Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hepatizon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Damascus Steel Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angmallen Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eximite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meutoite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eximite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meutoite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Desichalkos Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eximite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meutoite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Desichalkos Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phosphorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saltpeter Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnesium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bitumen Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Potash Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Phosphorite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Saltpeter Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnesium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bitumen Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Potash Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Charcoal
appliedenergistics2:item.ItemFacade:0, Cable Facade - High Explosives
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Explosives
appliedenergistics2:item.ItemFacade:0, Cable Facade - Miners Explosives
appliedenergistics2:item.ItemFacade:0, Cable Facade - Death Explosives
appliedenergistics2:item.ItemFacade:0, Cable Facade - Precision Explosives
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.metallurgy.tab2.block.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluxed Electrum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flux Crystal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eximite Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eximite Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eximite Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meutoite Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meutoite Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meutoite Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Ore Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Ore Dust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Ore Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Ore Sand
